y_test,y_pred_0.25,lr_clf_0.25,lr_nice_clf_0.25,lr_dice_clf_0.25,blr_marg_clf_0.25,blr_mean_clf_0.25,rf_nice_clf_0.25,rf_dice_clf_0.25,tf_nice_clf_0.25,tf_dice_clf_0.25,lr_l2_0.25,lr_nice_l2_0.25,lr_dice_l2_0.25,blr_marg_l2_0.25,blr_mean_l2_0.25,rf_nice_l2_0.25,rf_dice_l2_0.25,tf_nice_l2_0.25,tf_dice_l2_0.25,y_pred_0.5,lr_clf_0.5,lr_nice_clf_0.5,lr_dice_clf_0.5,blr_marg_clf_0.5,blr_mean_clf_0.5,rf_nice_clf_0.5,rf_dice_clf_0.5,tf_nice_clf_0.5,tf_dice_clf_0.5,lr_l2_0.5,lr_nice_l2_0.5,lr_dice_l2_0.5,blr_marg_l2_0.5,blr_mean_l2_0.5,rf_nice_l2_0.5,rf_dice_l2_0.5,tf_nice_l2_0.5,tf_dice_l2_0.5,y_pred_0.75,lr_clf_0.75,lr_nice_clf_0.75,lr_dice_clf_0.75,blr_marg_clf_0.75,blr_mean_clf_0.75,rf_nice_clf_0.75,rf_dice_clf_0.75,tf_nice_clf_0.75,tf_dice_clf_0.75,lr_l2_0.75,lr_nice_l2_0.75,lr_dice_l2_0.75,blr_marg_l2_0.75,blr_mean_l2_0.75,rf_nice_l2_0.75,rf_dice_l2_0.75,tf_nice_l2_0.75,tf_dice_l2_0.75,y_pred_1.0,lr_clf_1.0,lr_nice_clf_1.0,lr_dice_clf_1.0,blr_marg_clf_1.0,blr_mean_clf_1.0,rf_nice_clf_1.0,rf_dice_clf_1.0,tf_nice_clf_1.0,tf_dice_clf_1.0,lr_l2_1.0,lr_nice_l2_1.0,lr_dice_l2_1.0,blr_marg_l2_1.0,blr_mean_l2_1.0,rf_nice_l2_1.0,rf_dice_l2_1.0,tf_nice_l2_1.0,tf_dice_l2_1.0,y_pred_1.25,lr_clf_1.25,lr_nice_clf_1.25,lr_dice_clf_1.25,blr_marg_clf_1.25,blr_mean_clf_1.25,rf_nice_clf_1.25,rf_dice_clf_1.25,tf_nice_clf_1.25,tf_dice_clf_1.25,lr_l2_1.25,lr_nice_l2_1.25,lr_dice_l2_1.25,blr_marg_l2_1.25,blr_mean_l2_1.25,rf_nice_l2_1.25,rf_dice_l2_1.25,tf_nice_l2_1.25,tf_dice_l2_1.25,y_pred_1.5,lr_clf_1.5,lr_nice_clf_1.5,lr_dice_clf_1.5,blr_marg_clf_1.5,blr_mean_clf_1.5,rf_nice_clf_1.5,rf_dice_clf_1.5,tf_nice_clf_1.5,tf_dice_clf_1.5,lr_l2_1.5,lr_nice_l2_1.5,lr_dice_l2_1.5,blr_marg_l2_1.5,blr_mean_l2_1.5,rf_nice_l2_1.5,rf_dice_l2_1.5,tf_nice_l2_1.5,tf_dice_l2_1.5,y_pred_1.75,lr_clf_1.75,lr_nice_clf_1.75,lr_dice_clf_1.75,blr_marg_clf_1.75,blr_mean_clf_1.75,rf_nice_clf_1.75,rf_dice_clf_1.75,tf_nice_clf_1.75,tf_dice_clf_1.75,lr_l2_1.75,lr_nice_l2_1.75,lr_dice_l2_1.75,blr_marg_l2_1.75,blr_mean_l2_1.75,rf_nice_l2_1.75,rf_dice_l2_1.75,tf_nice_l2_1.75,tf_dice_l2_1.75
1,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.8076869053637397,3.129334086232179,5.195067580819391,1.8052128635366151,1.8052156357802431,1.0777635595444648,9.913507644156267,3.129334086232179,5.4489244294372465,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.737481912202966,2.703904879915621,6.626117279818967,1.7383242979466922,1.738343333429014,2.703904879915621,10.86474948697458,2.703904879915621,7.467814297885623,1,TP,TP,TP,TP,TP,FN,FN,FN,FN,0.09535784756941662,0.4054898178082472,4.58564359297693,0.08577548875750357,0.08582206775480464,2.60937305685782,2.0812383442223266,2.60937305685782,4.133157510831834,0,FN,FN,FN,FN,FN,FN,FN,FN,FN,1.5658340331487313,2.6834028473484866,11.49611642092692,1.5682730301781276,1.568268809421772,2.687350131071277,11.374845821420251,5.34669722569259,5.42373480961752,0,FN,FN,FN,FN,FN,FN,FN,FN,FN,1.5094347205940886,4.598639697714399,9.62225361737507,1.5104671846843136,1.5104309699769431,2.5715035936942194,10.261260839556508,4.598639697714399,6.401585249742334,0,FN,FN,FN,FN,FN,FN,FN,FN,FN,4.989186169212042,6.256869261997612,18.99495563220808,4.990308408203862,4.9902969063776474,6.256869261997612,9.72438516675943,6.256869261997612,7.7635309499080805,0,FN,FN,FN,FN,FN,FN,FN,FN,FN,4.304974598680225,5.489451756344,18.94748180683383,4.314704448067094,4.314698479017494,5.942697761824882,11.527818818324658,5.489451756344,6.027197433865705
1,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.3869081528879519,2.1778786718346144,3.447144378225919,1.3868130787181423,1.3868095527521116,2.1607068558805516,7.693846920832089,2.8661409862173826,12.77112711931254,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.834293973842149,3.3543888689712418,4.162279298572792,1.8354404721207642,1.8354419665468293,3.3543888689712418,9.132404510596706,3.3543888689712418,7.236815591968666,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.6454894418661377,1.9797681206429747,10.601444595203715,1.647233688084597,1.6472316532777243,1.3175379948847188,5.116355614011452,1.9797681206429747,7.799291815348153,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,2.2491375687622486,2.976035562046902,11.52059077212416,2.2454053900925524,2.2454009092510696,2.4257170772287164,14.841798413725172,4.4388244236529655,9.83837334013421,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,2.979974884493723,4.439151592193314,16.55098892079101,2.9814273787377106,2.981424431903261,2.0896647747840906,9.319055441639469,4.108217037699327,8.177033876051828,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.4813267032584648,2.6053994439220176,9.892380124961322,0.48323389039322,0.4832323828030957,0.9906998212763553,2.912986431434069,2.6053994439220176,12.567444610228012,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.7118727103790555,2.0027614779580647,18.851699086980023,0.7078750633076047,0.7078774420314489,3.056430100065819,15.272868870926311,2.0027614779580647,1.5366446099477176
1,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.9099081499006239,1.6849295536475668,6.127361169827273,0.9090759926592774,0.9090718083883117,1.6849295536475668,6.977637672745335,1.7074836882004294,2.6008412562212726,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.6391455766263492,2.1286094119986445,8.372265640160368,1.639045361182543,1.6390418918569163,1.2243120444636262,3.368580402919961,3.247925837659728,11.117622682516838,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.9991511135892495,1.4751316014504154,10.349917008964834,0.9974113090822845,0.9974102001475451,1.9304317287104422,5.665890929434161,0.9781636923964858,3.209935142960024,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.1964844572522203,1.788649263982236,1.0601581382955734,0.19698281000424542,0.19698148783688874,1.788649263982236,7.34722725945807,1.788649263982236,4.567388244971871,0,FN,FN,FN,FN,FN,FN,FN,FN,FN,1.5212916907206049,2.343314889903067,6.972230116884257,1.520295392710913,1.520293736017509,0.9521183701883,2.182388105008809,0.9521183701883,10.458013661958809,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.1763589974801876,0.42162918600924293,6.798762822920491,0.18140011622232463,0.1813929973150357,2.170599597253379,17.032975212758917,2.170599597253379,6.8353826268101425,0,FN,FN,FN,FN,FN,FN,FN,FN,FN,0.8636899041882917,6.579720571890174,1.8188648978815882,0.8608231874777689,0.8608188966070383,0.49662315449221595,11.237024799816236,3.5938264720402313,11.301861365730627
0,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,0.11768533804653793,0.26641117086481214,0.7417890603138895,0.11712175329086276,0.11712393739216316,0.0739818769528986,3.4182756270139754,0.828027081054796,1.6188179182739597,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,0.4006463632968752,0.6998548439162313,3.5359532152515643,0.40114967743168234,0.4011482324341785,1.4586723960715031,9.435178178492116,0.6998548439162313,6.619332676352877,1,FP,FP,FP,FP,FP,TN,TN,TN,TN,0.14320384274794712,2.182643168219873,1.564112387786694,0.14141544325781003,0.14141527505361726,0.2766742045859096,2.0676477831622644,2.182643168219873,4.717009229646857,1,FP,FP,FP,FP,FP,FP,FP,FP,FP,0.3310079162469045,3.072035772605135,7.646993775222316,0.33315120548932287,0.33316493837348493,0.6557591828786179,11.7515019476504,3.072035772605135,2.3459161956008936,1,FP,FP,FP,FP,FP,TN,TN,TN,TN,0.3750132316031573,0.6923152029019093,9.60156293533297,0.3753447205977479,0.37531967203335687,0.9782102328409206,6.652254471698711,0.9782102328409206,1.4690585280923012,1,FP,FP,FP,FP,FP,FP,FP,FP,FP,1.2237295897800489,1.9125639396318483,11.96066819412993,1.220797183837578,1.2208076035061435,1.9125639396318483,14.94807765512139,1.7548346189646666,14.081052823664487,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,2.032247323527927,5.787678939333423,7.841009983093079,2.039444651332272,2.039433562902908,2.67567229023042,8.024770248428986,3.140644130511495,13.37429837716659
1,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.3011182511067441,1.492237186482383,9.79208913494627,0.3016977560298793,0.3017018811562445,1.6923353937949737,3.7297803842527086,1.492237186482383,2.2862259371527083,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.8950107305606375,1.3755493468111215,4.659636692323865,0.8942873957997811,0.8942848848652779,1.3755493468111215,3.6006294535689367,1.3755493468111215,6.499347822800966,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.0440966544327015,1.9619721345089027,6.7444799918512,1.0480289249532049,1.0480459999062957,0.9430847817967952,4.278910051771038,2.0593637279832433,8.26583772887156,1,TP,TP,TP,TP,TP,FN,FN,FN,FN,0.05872595684911712,0.14016326133915014,4.349494289451828,0.055729783747368894,0.05572370728662151,1.0944441931207913,7.43214054884744,1.6056112299279883,10.092759852369701,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.17441113503763822,4.448939054194537,3.9823161935857305,0.1745700654270425,0.17457027887372878,1.073785291964329,2.3560654370346983,4.448939054194537,8.493925177618827,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.33048458595319197,2.6643081184170176,18.115124802481255,0.3396245360571134,0.33964277125196646,2.6643081184170176,5.178234199364549,0.2669968099860088,1.6247667577427496,0,FN,FN,FN,FN,FN,FN,FN,FN,FN,1.139424044843203,4.433438932106771,13.64322062655964,1.1354550910704304,1.1355057143598464,4.433438932106771,11.204241843791888,4.433438932106771,8.86361857429469
1,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.47068125736735,2.3027370836982803,4.531444665075466,1.4706960404561014,1.4706929008021996,1.858558680987349,2.583261730447669,4.461447661469638,3.101107912847978,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,2.028859770736916,3.182929014412683,8.152071151081318,2.028819667244023,2.0288242725115366,2.6923485428212266,2.50162282876308,3.182929014412683,10.711529350802666,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,2.0973909529372907,3.8623362706304327,8.424457278774423,2.093535991437626,2.0935135885335576,1.466755106457125,7.597284137202611,3.8623362706304327,9.639320321066842,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,2.9480067558752485,3.947931705572101,13.284057880673,2.94718159777642,2.947179396270656,2.093688052271636,3.6316894815712955,3.57959240587539,8.960882453630933,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.846423920664171,2.409651572375797,10.504255946242491,1.8482515899566023,1.84824750281475,2.3388666003253467,6.614220148830758,4.816117027785057,10.90056558975495,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.7179204477596852,5.2523131276440695,17.793678138954178,1.7199612253152265,1.7199724128123846,5.2523131276440695,14.662495377860512,5.2523131276440695,8.632075498060688,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,2.0934771451739445,2.8679248306670955,7.329308611111692,2.0932718132714196,2.0932586651656186,2.5532704070868046,17.855754972364323,2.5532704070868046,16.62098446244184
1,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,2.333766282907357,4.208954336261606,8.889396221291676,2.333676912082478,2.333662054738016,3.2985783729570537,10.599217787593727,4.208954336261606,5.968453934078308,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,2.033185026356021,2.6794541527197677,5.934122742754428,2.0339822152927427,2.0339813091871246,1.8898901239445633,12.703080463975185,2.6777399233482324,8.37363701395058,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,1.8375938388224424,5.771046895424312,4.337324243401192,1.8364135621481457,1.8364342199828954,2.553911638025006,9.211567510873511,5.771046895424312,10.376064860955202,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,2.0371049516832698,3.581483018376463,13.917114712890523,2.0393809356806343,2.0393858493210097,3.581483018376463,2.9322187435604947,3.581483018376463,9.889739402078755,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,0.8614409096735072,5.239733728863699,3.842571789043722,0.8647578766064838,0.8647135760497389,5.239733728863699,11.714587958369268,5.239733728863699,7.3633811863279,1,TP,TP,TP,TP,TP,FN,FN,FN,FN,0.602469527357942,4.270219576351035,7.5388760887516515,0.6023354137365795,0.6023289355909088,0.3051877546935602,4.792799931892361,3.7028074066195065,10.51027336689225,0,FN,FN,FN,FN,FN,FN,FN,FN,FN,0.09390964912686375,2.0864561912955972,4.433396658879808,0.09524838616679074,0.09522284226764194,2.0864561912955972,5.347379241876591,2.431323931018691,8.760307235842562
0,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,1.3699704606199854,2.4861228082466185,5.6606987363483805,1.3685155046617792,1.3685097025566875,2.4861228082466185,5.594720357820613,2.4861228082466185,4.380038087757382,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,1.6470668056415394,3.95971307616177,3.0863066272741553,1.6483168132080939,1.6483097805105265,1.9798897836716887,7.57245758007336,1.9798897836716887,5.215041137550321,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,1.110379098500455,1.8543500978611953,11.379139430143807,1.1124148537733967,1.11241862295397,1.8543500978611953,5.5084505197148355,1.8543500978611953,5.74352752733237,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,1.0583674243462236,1.2297229334331135,9.834182602448163,1.0597694079815823,1.0597672660679371,1.2339064570117972,2.915705223648163,1.2297229334331135,2.9423126295651567,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,1.0081550558650747,2.883287084504043,5.08465329473144,1.008584507675643,1.0085780913313882,2.883287084504043,8.65727557516144,2.883287084504043,8.72853303488144,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,4.836656949777802,5.479919143916482,17.629121399435306,4.8354423093118735,4.83543923143461,3.434388728645399,13.62081503480483,5.479919143916482,13.544968738866384,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,5.385142235810919,7.959041485832436,6.173432999912533,5.389172254378004,5.38917261123414,3.1767960111317737,11.978365163812533,5.0895113388415,18.369195655912534
1,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,3.5542152768968696,5.6273385184481395,10.314605938365025,3.550252150800601,3.5502617732378745,4.041250473212046,15.206378216485025,6.821563499318394,14.390201442525024,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,4.980922341540279,7.540318579330357,7.0770353178483685,4.9816072791922785,4.981583821495198,4.2150731650975475,12.024786250548368,7.540318579330357,9.412422596395118,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,6.9143620789898845,10.20029516674528,15.540042307734824,6.9123777434751235,6.9123835168372905,6.525747299950078,13.593231786898349,10.20029516674528,12.083211370476754,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,6.39510675353144,7.344947425285899,12.649849784827039,6.392833613603019,6.392814511440505,6.2916505218488865,18.064744079608896,7.344947425285899,15.50806110386682,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,6.147053658876421,7.838024398318207,14.161790655375281,6.147339326106901,6.147339855999777,6.287145351106323,17.70979852249376,7.838024398318207,15.027670932137024,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,4.948472127639547,5.92288398383271,14.463621484535897,4.951772203625271,4.951760430512743,3.994103783794379,8.88967933344616,8.7910871887304,21.995867456744985,1,TP,TP,TP,TP,TP,TP,TP,TP,TP,3.824152289865992,4.166052263274325,13.486946338735324,3.831998276955305,3.831957757334971,2.9666854859243745,19.215058614735327,4.166052263274325,18.98375222851173
0,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,0.7416359705692661,2.0468711816473304,2.4776002656974185,0.7423552443861994,0.7423615211845511,0.7839285793481219,2.6232247992145843,0.8035872226619601,4.568835402316172,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,1.2353713037196967,2.0945942271266125,3.062325515843713,1.234333742975739,1.2343386856248184,1.382625936644573,8.683772409342549,2.0945942271266125,5.0696436117772805,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,1.3917821789271656,3.3573589551822787,10.512665242309696,1.3873785096866953,1.387386890043202,0.6225170383563873,9.42350337554823,3.3573589551822787,7.709953175287108,1,FP,FP,FP,FP,FP,TN,TN,TN,TN,0.24598250904629085,2.0904839864465146,2.8594657868835793,0.24658462210260285,0.24657994408946018,0.6930014925239836,3.3433727481990747,2.0904839864465146,3.4499696023516546,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,0.6814243271816894,0.7542495102114142,3.849507861298538,0.6790308997207167,0.6789999680604271,0.9254084281090151,1.448116861523479,3.2499108212045513,7.991477612728217,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,0.6465949082020324,1.154038211386899,8.560538381934476,0.6466196932951792,0.6466190835357855,3.481289583003918,15.004089140316408,1.154038211386899,6.261874014040464,0,TN,TN,TN,TN,TN,TN,TN,TN,TN,0.5564711014285637,1.9864807863109055,9.096438580514631,0.5557363298618773,0.5557251700491168,3.585798418876339,4.170503575052483,1.9864807863109055,6.024955094495962
